t,signal
0.0,0.01257302210933933
0.06314759102693052,0.04989514498354346
0.12629518205386103,0.19000197011204578
0.18944277308079155,0.19880167820502184
0.25259036410772207,0.19634602505419727
0.3157379551346526,0.3466775373651173
0.3788855461615831,0.5002852899295606
0.4420331371885136,0.5224861640231339
0.5051807282154441,0.4135920775621395
0.5683283192423747,0.4116817586196833
0.6314759102693052,0.5280092456827932
0.6946235012962356,0.6442288208618314
0.7577710923231662,0.45480106514530083
0.8209186833500968,0.7098930999738222
0.8840662743770272,0.6487322364900325
0.9472138654039577,0.7385649669506755
1.0103614564308883,0.7925981354865679
1.0735090474578188,0.8472498632245449
1.1366566384847494,0.9483953045828947
1.1998042295116798,1.0362194660967026
1.2629518205386103,0.9401354427214358
1.326099411565541,1.1068571425959548
1.3892470025924712,0.9170456698877085
1.4523945936194018,1.0281497067879717
1.5155421846463324,1.0888208963855597
1.578689775673263,1.0093700766702438
1.6418373667001935,0.9231277214809579
1.7049849577271239,0.8988376698169501
1.7681325487540545,0.9348197285156702
1.831280139780985,0.9882849984730268
1.8944277308079154,0.8471250251466359
1.957575321834846,0.90521129112067
2.0207229128617765,0.8845565314653039
2.083870503888707,0.9253242012070404
2.1470180949156377,0.8599931484880114
2.210165685942568,0.8380094851055702
2.273313276969499,0.6978354415833344
2.336460867996429,0.7079606154454394
2.3996084590233595,0.7541493956297418
2.4627560500502903,0.7772310878629344
2.5259036410772207,0.4516145992031766
2.589051232104151,0.6762445402383748
2.652198823131082,0.6046785008142335
2.715346414158012,0.4915869737221769
2.7784940051849425,0.38161811566635895
2.8416415962118733,0.2640811681810273
2.9047891872388036,0.3803985711460648
2.9679367782657344,0.3688102171190959
3.031084369292665,0.2904469858978876
3.094231960319595,0.1788533664449952
3.157379551346526,0.019951799052258582
3.2205271423734563,-0.1996844086356935
3.283674733400387,-0.1420499327369601
3.3468223244273174,-0.13814452278251854
3.4099699154542478,-0.39400328477363394
3.4731175064811786,-0.285973020492011
3.536265097508109,-0.34151946554978774
3.5994126885350393,-0.37238941810929205
3.66256027956197,-0.616131426151402
3.7257078705889004,-0.6176317692070108
3.7888554616158308,-0.6466486318939364
3.8520030526427615,-0.7691251378924729
3.915150643669692,-0.524748358280293
3.9782982346966227,-0.7920312537734984
4.041445825723553,-0.7503386685728702
4.104593416750483,-0.8467661296766549
4.167741007777414,-0.6969624472801994
4.230888598804345,-0.7542649809850249
4.294036189831275,-0.8504241058549452
4.357183780858206,-1.15792613176549
4.420331371885136,-0.9524505722899408
4.483478962912066,-0.9055456890078842
4.546626553938998,-0.8858966807537858
4.609774144965928,-1.0565304204914172
4.672921735992858,-0.8170201330684433
4.736069327019789,-1.1317627306948073
4.799216918046719,-1.0623856244525287
4.862364509073649,-0.8952697357756004
4.925512100100581,-0.9724696393841761
4.988659691127511,-0.7618401047299374
5.051807282154441,-0.9240965756161905
5.114954873181372,-0.9833781663573973
5.178102464208302,-0.9312577462381552
5.241250055235233,-0.9724968871931428
5.304397646262164,-0.9575894767743865
5.367545237289094,-0.7299115840059553
5.430692828316024,-0.6948064825920965
5.493840419342955,-0.5804361404472214
5.556988010369885,-0.7394917222364248
5.620135601396816,-0.44661249566381167
5.683283192423747,-0.5933004532927847
5.746430783450677,-0.35390878775786816
5.809578374477607,-0.4993777439252759
5.872725965504538,-0.4725788869665689
5.935873556531469,-0.31539276624824597
5.999021147558399,-0.17720992073006708
6.06216873858533,-0.20312061917615698
6.12531632961226,-0.21576692537958472
6.18846392063919,-0.22870177920251228
6.2516115116661215,-0.17172057125655305
6.314759102693052,0.08183683475229721
6.377906693719982,0.19355111112342538
6.4410542847469126,0.1407845837047215
6.504201875773843,0.11178509102484747
6.567349466800774,0.3676594444791854
6.6304970578277045,0.21233190893265572
6.693644648854635,0.32772374822641376
6.756792239881565,0.5182009445610257
6.8199398309084955,0.2863354982848672
6.883087421935426,0.6031986422685482
6.946235012962357,0.5573591572672291
7.0093826039892875,0.6749591128582128
7.072530195016218,0.7023218697692505
7.135677786043148,0.7731345033377728
7.1988253770700785,0.8623699267534792
7.26197296809701,0.7539844850458851
7.32512055912394,1.0054804776624149
7.3882681501508705,0.9661107746096506
7.451415741177801,1.0044320235685014
7.514563332204731,1.0594348929785398
7.5777109232316615,1.0408381852650497
7.640858514258593,1.0617829688245666
7.704006105285523,0.9963340956612912
7.7671536963124534,0.8535554371720335
7.830301287339384,0.9862151236897766
7.893448878366314,0.922269805383605
7.956596469393245,0.8524655391691156
8.019744060420175,1.0121381174293016
8.082891651447106,0.9170593626707736
8.146039242474037,0.854673025914783
8.209186833500967,0.8332750356936687
8.272334424527898,0.9406010761083281
8.335482015554827,0.9221682746102435
8.398629606581759,0.9875554821370952
8.46177719760869,0.8195174082768528
8.52492478863562,0.8874196074401729
8.58807237966255,0.8826666636065351
8.65121997068948,0.8137017096082763
8.714367561716411,0.41561455648748924
8.777515152743343,0.7258734790999561
8.840662743770272,0.585423512827972
8.903810334797203,0.5400967647610175
8.966957925824133,0.47911643227920564
9.030105516851064,0.4227815510590869
9.093253107877995,0.3574266485354491
9.156400698904925,0.22927580754481697
9.219548289931856,0.013628486452552269
9.282695880958785,0.13071304663420996
9.345843471985717,-0.0015206394445912569
9.408991063012646,0.12380258326742648
9.472138654039577,-0.07621964057109547
9.535286245066509,-0.1019359633005745
9.598433836093438,-0.25774498103511323
9.66158142712037,-0.2856587495821815
9.724729018147299,-0.2966267558033278
9.78787660917423,-0.5037100710597827
9.851024200201161,-0.38338732222267397
9.91417179122809,-0.4806981837807776
9.977319382255022,-0.6434241432649919
10.040466973281951,-0.8173444389533651
10.103614564308883,-0.5765827599528277
10.166762155335814,-0.7055102525179422
10.229909746362743,-0.7739228201365318
10.293057337389675,-0.7868337655104628
